Job title,Salary amount,Salary currency,Conversion ratio,Country,City,State,Reference year,Remote ratio,Company industry,Company size,Education,Experience level,Employment type
Data Engineer,220000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,162000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,105120.0,EUR,1.0882787,LT,,,2022,0.0,,M,,MI,FT
Data Engineer,75360.0,EUR,1.0882787,LT,,,2022,0.0,,M,,MI,FT
Data Engineer,57000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,MI,FT
Data Engineer,42000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,MI,FT
Data Engineer,149040.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,113900.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,95000.0,USD,1.0,US,,,2020,0.0,,M,,MI,FT
Data Analyst,115000.0,USD,1.0,US,,,2021,100.0,,S,,SE,FT
Data Analyst,171000.0,USD,1.0,AU,,,2022,100.0,,L,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,78000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,120000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,95000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,110000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,70000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,50000.0,USD,1.0,US,,,2022,100.0,,S,,EN,FL
Data Scientist,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,150000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,230000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,154600.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
ML Engineer,204500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,142200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Engineer,75000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Scientist,45000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Scientist,36000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Engineer,213000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,152000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,140000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,120000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,110000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,70000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,227200.0,USD,1.0,CA,,,2022,100.0,,M,,SE,FT
ML Engineer,168000.0,USD,1.0,CA,,,2022,100.0,,M,,SE,FT
Data Scientist,61000.0,EUR,1.0882787,DE,,,2022,0.0,,M,,MI,FT
Data Scientist,58000.0,EUR,1.0882787,DE,,,2022,0.0,,M,,MI,FT
ML Engineer,243000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
ML Engineer,183000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,175000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,150000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,130000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Scientist,90000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Analyst,165000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,124000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,178000.0,USD,1.0,CA,,,2022,0.0,,M,,SE,FT
Data Engineer,132000.0,USD,1.0,CA,,,2022,0.0,,M,,SE,FT
Data Engineer,300000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,169000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,110600.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,116000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,96000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,75000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,SE,FT
Data Analyst,57000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,SE,FT
Data Analyst,105000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,70000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,137000.0,CAD,0.73006557,CA,,,2022,50.0,,L,,MI,FT
Data Engineer,194000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,129400.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,190000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,70000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,189750.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
ML Engineer,140250.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Analyst,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,160000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,109000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Research Engineer,250000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Research Engineer,150000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,206000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,160000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,120000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,110000.0,EUR,1.0882787,FR,,,2022,100.0,,M,,SE,FT
ML Engineer,70000.0,EUR,1.0882787,FR,,,2022,100.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Analyst,150000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,120000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,95000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,65000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Engineer,40000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Engineer,191200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,191200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,63000.0,EUR,1.0882787,DE,,,2022,50.0,,L,,EN,FT
Data Engineer,230000.0,USD,1.0,US,,,2022,0.0,,L,,SE,FT
Data Engineer,154600.0,USD,1.0,US,,,2022,0.0,,L,,SE,FT
Data Engineer,120000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,95000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,140000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,120000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,169000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,110600.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,80000.0,USD,1.0,US,,,2022,100.0,,L,,MI,FT
Data Engineer,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Analytics Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Analytics Engineer,110000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,155000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,140000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,205000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,150000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,179500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,134000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,180000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Scientist,120000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Scientist,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,175000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,145000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,235000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,175000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,26000.0,EUR,1.0882787,ES,,,2022,50.0,,L,,EN,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Engineer,90000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Engineer,65000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Engineer,35000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Engineer,145000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,115000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,165000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,168400.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,105200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Deep Learning Engineer,70000.0,GBP,1.2951632,GB,,,2022,100.0,,M,,MI,FT
Deep Learning Engineer,40000.0,GBP,1.2951632,GB,,,2022,100.0,,M,,MI,FT
Data Engineer,200000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,45000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Scientist,36000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Scientist,198800.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,122600.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,100000.0,USD,1.0,IR,,,2022,100.0,,M,,EN,FL
Data Analyst,100000.0,EUR,1.0882787,FR,,,2022,50.0,,M,,MI,FT
Data Analyst,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Analytics Engineer,85000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,MI,FT
Analytics Engineer,60000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,MI,FT
Data Engineer,125000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,110000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,165000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,124000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Scientist,148000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,107000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,150000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Engineer,120000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,95000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,153600.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,106800.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,100000.0,USD,1.0,CA,,,2022,0.0,,M,,MI,FT
Data Analyst,65000.0,USD,1.0,CA,,,2022,0.0,,M,,MI,FT
Data Engineer,120000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,95000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,60000.0,EUR,1.0882787,PT,,,2022,0.0,,M,,SE,FT
Data Engineer,35000.0,EUR,1.0882787,PT,,,2022,0.0,,M,,SE,FT
Data Engineer,310000.0,USD,1.0,US,,,2022,100.0,,M,,EX,FT
Data Engineer,239000.0,USD,1.0,US,,,2022,100.0,,M,,EX,FT
Data Manager,299500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Manager,245100.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,168000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,130000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,136000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,104000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,161000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Engineer,118000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Applied Scientist,205000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Applied Scientist,184000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Manager,247500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Manager,172200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,65000.0,EUR,1.0882787,IT,,,2022,0.0,,L,,SE,FT
Data Analyst,177000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,131000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Applied Scientist,205000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Applied Scientist,184000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,146000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,102000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,169000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,110600.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Applied Scientist,230000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Applied Scientist,196000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,80000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,65000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,50000.0,GBP,1.2951632,GB,,,2022,100.0,,M,,SE,FT
Data Engineer,35000.0,GBP,1.2951632,GB,,,2022,100.0,,M,,SE,FT
Data Engineer,175000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Scientist,80000.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Engineer,231250.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,138750.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Analytics Engineer,193750.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Analytics Engineer,116250.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,231250.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,138750.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Analytics Engineer,231250.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Analytics Engineer,138750.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Analytics Engineer,231250.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Analytics Engineer,138750.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,193750.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,116250.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,208000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,127000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Research Engineer,300000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Research Engineer,196000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
ML Engineer,204500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,142200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Autonomous Vehicle Technician,45555.0,USD,1.0,BS,,,2021,50.0,,M,,MI,FL
Data Engineer,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,45000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Scientist,36000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
ML Engineer,204500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,142200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,205000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,185000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,247500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,172200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,EN,FT
Data Analyst,150000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,110000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,95000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Applied Scientist,205000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Applied Scientist,184000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,6600000.0,HUF,0.0027768293,HU,,,2022,100.0,,M,,EN,FT
Data Engineer,375000.0,USD,1.0,US,,,2022,50.0,,L,,SE,FT
Data Engineer,191200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,225000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,156400.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,169000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,110600.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,204500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,142200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,85000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,MI,FT
ML Engineer,65000.0,GBP,1.2951632,GB,,,2022,0.0,,M,,MI,FT
Data Scientist,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,140700.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,93800.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,350000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,135000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,115934.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,81666.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
ML Engineer,100000.0,CHF,1.1143726,CH,,,2022,100.0,,L,,MI,FT
ML Engineer,33000.0,USD,1.0,DE,,,2022,100.0,,S,,EN,FT
ML Engineer,33000.0,EUR,1.0882787,DE,,,2022,100.0,,S,,EN,FT
ML Engineer,201000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,119000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,175000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,150000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,154560.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,123648.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,100000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,170000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,145000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,247500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,172200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,177500.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,134000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,185900.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,192564.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,144854.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,105000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,179305.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,142127.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,315000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,225000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,243900.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,156600.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,206000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,160000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,109000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,79000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,160000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Analyst,109000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Scientist,85000.0,EUR,1.0882787,AT,,,2022,50.0,,L,,MI,FT
Data Engineer,182500.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,128500.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Engineer,90000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Manager,77300.0,USD,1.0,US,,,2022,100.0,,M,,EN,FT
Data Manager,45600.0,USD,1.0,US,,,2022,100.0,,M,,EN,FT
Data Analyst,127000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Analyst,110000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,210000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,136000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,170000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,140000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,247500.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,172200.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,225000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,184100.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
ML Engineer,130000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
ML Engineer,90000.0,USD,1.0,US,,,2022,0.0,,M,,MI,FT
Data Scientist,120000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Scientist,100000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Scientist,85000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Scientist,78000.0,USD,1.0,US,,,2022,100.0,,M,,MI,FT
Data Engineer,161000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Engineer,110000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,136000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,104000.0,USD,1.0,US,,,2022,100.0,,M,,SE,FT
Data Scientist,45000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Scientist,36000.0,EUR,1.0882787,ES,,,2022,0.0,,M,,SE,FT
Data Engineer,205000.0,USD,1.0,US,,,2022,0.0,,M,,EX,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,0.0,,M,,EX,FT
Data Analyst,169000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Analyst,110600.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,50000.0,GBP,1.2951632,GB,,,2022,100.0,,M,,EN,FT
Data Engineer,40000.0,GBP,1.2951632,GB,,,2022,100.0,,M,,EN,FT
Data Engineer,160000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,245000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Scientist,180000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
Data Engineer,135000.0,USD,1.0,US,,,2022,0.0,,M,,SE,FT
